ds,yhat,yhat_lower,yhat_upper
2023-10-31,637724.0530754356,631241.6384890846,643800.7344874005
2023-11-30,640074.1993710528,633315.8669545926,646813.9299312837
2023-12-31,642518.4954738903,636325.3536523518,649088.9000962008
2024-01-31,645549.8774858216,638994.7274907427,651647.639192714
2024-02-29,648269.75916558,641632.0856416894,655000.757399344
2024-03-31,651539.2213266542,644888.2137452246,657937.6922287948
2024-04-30,655154.3116770323,648841.8827903846,661293.1109511766
2024-05-31,658677.3207775333,652330.3637116266,664941.1423888725
2024-06-30,661859.1083224429,655193.4567197739,668380.5921705476
2024-07-31,664614.0548757992,658339.5540942977,670882.7573980788
2024-08-31,667286.2224916978,660623.7362143772,673458.2938497211
2024-09-30,669805.8039303697,662726.6444399821,676024.9230743317
2024-10-31,672026.5943869356,665553.1503549335,678051.4184730275
2024-11-30,674778.0132800598,668600.3696969979,681029.2869573488
2024-12-31,677716.5937789181,670933.9258665424,684085.5869470114
2025-01-31,680668.2017449879,673987.3806797039,687336.6663798423
2025-02-28,683037.0490036926,676783.0348526002,689903.4797315436
2025-03-31,686267.0953167155,679035.0359462564,692779.9876623292
2025-04-30,689695.7584605808,682849.9542905848,696778.5878496161
2025-05-31,693137.5531762119,685854.1242908278,700347.3662411895
2025-06-30,696349.4925053354,688329.4464422335,702937.1931075739
2025-07-31,699223.2578366208,691721.5234842306,706359.0729676102
2025-08-31,701917.5277822281,693965.0284425346,709465.0618146948
2025-09-30,704410.060674066,696983.4638009947,712081.3641592998
